"","KO_id","fc","Clust1_z_score_mean","Clust2_z_score_mean","Clust1_zscore_median","Clust2_zscore_median","p.val","p.adj","cohen.d","Level1","Level2","Level3","EC_num"
"658","K03151",1.7010443519636,3.68198732320442e-05,2.16454516247863e-05,3.351075e-05,1.67602e-05,9.8119126661328e-23,1.12578070187393e-20,0.817610086650891,"Metabolism","Metabolism of cofactors and vitamins","Thiamine metabolism [PATH:ko00730]","thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]"
"659","K03179",0.506977412270343,5.95105755331492e-06,1.17383090632479e-05,3.11911e-06,4.11636e-06,0.00207719188456413,0.00619259551006289,-0.300361743582359,"Metabolism","Metabolism of cofactors and vitamins","Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]"
"660","K03181",0.341385397553181,2.58574681187845e-06,7.57427479444444e-06,3.45112e-07,1.036333e-06,1.42005372626319e-06,9.35491533704962e-06,-0.332348819945637,"Metabolism","Metabolism of cofactors and vitamins","Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","ubiC; chorismate lyase [EC:4.1.3.40]"
"661","K03183",0.649236695556689,2.96062132044199e-05,4.56015709017094e-05,2.723495e-05,4.334555e-05,4.53623906322509e-12,8.59492451864736e-11,-0.548097770568897,"Metabolism","Metabolism of cofactors and vitamins","Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]"
"662","K03184",0.450821562629923,1.73057905165746e-06,3.83872288974359e-06,1.688005e-07,6.35759e-07,9.03377642255679e-05,0.000364216822970921,-0.235468485213274,"Metabolism","Metabolism of cofactors and vitamins","Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","ubiF; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]"
"663","K03185",0.432046026674152,2.14078568370166e-06,4.95499449487179e-06,2.10482e-07,7.682385e-07,5.99132920344956e-05,0.000251879748344513,-0.257797142548586,"Metabolism","Metabolism of cofactors and vitamins","Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]"
"664","K03269",0.665490124306858,2.30631271331492e-05,3.46558518162393e-05,2.054345e-05,3.142105e-05,1.2042031628784e-08,1.32638964380513e-07,-0.48316681001909,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]"
"665","K03270",0.676620314510816,1.14584740497238e-05,1.6934865542735e-05,7.6839e-06,1.080165e-05,0.00451212346737198,0.012193212942087,-0.277537741023212,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]"
"666","K03271",0.605250774538991,1.12365000801105e-05,1.85650321367521e-05,8.288925e-06,1.06264e-05,0.000112829810197375,0.000446401849636262,-0.313326507497647,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","gmhA, lpcA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]"
"667","K03272",0.475744853867634,5.77022817292818e-06,1.21288294051282e-05,2.17403e-06,4.21975e-06,4.48361059603424e-05,0.000193567246882876,-0.313294720281121,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]"
"668","K03273",0.588275970177164,7.57052138867403e-06,1.28689964786325e-05,4.04806e-06,6.13977e-06,0.001307391373895,0.00403902772615804,-0.25737504435942,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]"
"669","K03274",0.461916200956729,6.14895109558011e-06,1.33118324987179e-05,2.196975e-06,4.197475e-06,0.000102162591002877,0.000407258396244251,-0.309908309923497,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]"
"670","K03332",0.641478572608362,2.30297474475138e-05,3.59010393034188e-05,1.88134e-05,2.681735e-05,7.34749211010331e-05,0.000300930254445034,-0.395794731609401,"Metabolism","Carbohydrate metabolism","Fructose and mannose metabolism [PATH:ko00051]","fruA; fructan beta-fructosidase [EC:3.2.1.80]"
"671","K03337",1.54681817151653,2.76742357071823e-06,1.78910722777778e-06,1.10568e-06,3.73783e-07,3.3787677372689e-09,4.10470592317329e-08,0.142287309502046,"Metabolism","Carbohydrate metabolism","Inositol phosphate metabolism [PATH:ko00562]","iolB; 5-deoxy-glucuronate isomerase [EC:5.3.1.30]"
"672","K03340",0.711337036907262,3.41474291685083e-05,4.80045708247863e-05,3.107345e-05,4.531655e-05,1.30582276452084e-06,8.6995176271828e-06,-0.414291669004516,"Metabolism","Amino acid metabolism","Lysine biosynthesis [PATH:ko00300]","dapdh; diaminopimelate dehydrogenase [EC:1.4.1.16]"
"673","K03381",0.136660886200734,7.53349226519337e-09,5.51254457264957e-08,0,0,0.0170507060190184,0.0354532802474481,-0.0865350770442071,"Metabolism","Xenobiotics biodegradation and metabolism","Benzoate degradation [PATH:ko00362]","catA; catechol 1,2-dioxygenase [EC:1.13.11.1]"
"674","K03385",0.65279298631376,2.3295973198895e-05,3.56866168713675e-05,1.87538e-05,3.09767e-05,1.94520020129288e-08,2.06745415400918e-07,-0.464849067333303,"Metabolism","Energy metabolism","Nitrogen metabolism [PATH:ko00910]","nrfA; nitrite reductase (cytochrome c-552) [EC:1.7.2.2]"
"675","K03388",1.15525443745041,4.53709719364641e-06,3.92735751239316e-06,3.53945e-06,2.041765e-06,2.48278493715439e-05,0.000114518628508277,0.0895144654438411,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]"
"676","K03389",1.08125156373896,1.02097522734807e-05,9.4425317991453e-06,7.081765e-06,4.91407e-06,6.18083932741619e-05,0.000259187379105508,0.0508818502624874,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]"
"677","K03394",1.57450855179338,1.03345611160221e-05,6.56367417264957e-06,6.727895e-06,3.238775e-06,2.62539503444125e-16,9.64182978742844e-15,0.305468316639662,"Metabolism","Metabolism of cofactors and vitamins","Porphyrin metabolism [PATH:ko00860]","cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]"
"678","K03421",0.962327702689387,7.06953480110497e-07,7.34628628205128e-07,0,0,0.000247384598206209,0.00090346780096441,-0.00580508563785672,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","mcrC; methyl-coenzyme M reductase subunit C"
"679","K03422",0.930205949621153,6.12451613812155e-07,6.58404317948718e-07,0,0,0.0027359199049664,0.00771116831624954,-0.0098263445088161,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","mcrD; methyl-coenzyme M reductase subunit D"
"680","K03426",1.11718267784804,3.50833408839779e-05,3.14034057094017e-05,3.1639e-05,2.697835e-05,0.00445392044482503,0.0120556477046853,0.169600483654551,"Metabolism","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism [PATH:ko00760]","E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]"
"681","K03429",2.08202682139506,1.18534891226519e-05,5.69324515940171e-06,7.268975e-06,2.901805e-06,7.22592421351428e-17,2.96981890188266e-15,0.663639395449926,"Metabolism","Lipid metabolism","Glycerolipid metabolism [PATH:ko00561]","ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]"
"682","K03430",0.617809413006301,1.84663026729282e-05,2.98899665239316e-05,1.480445e-05,2.268845e-05,6.1743065410039e-08,5.76990343158747e-07,-0.453410943884812,"Metabolism","Metabolism of other amino acids","Phosphonate and phosphinate metabolism [PATH:ko00440]","phnW; 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]"
"683","K03431",1.54101194090567,5.49599413535912e-05,3.56648380811966e-05,4.908125e-05,2.882045e-05,3.0398858977944e-19,1.68970565124731e-17,0.638174634208071,"Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","glmM; phosphoglucosamine mutase [EC:5.4.2.10]"
"684","K03462",0.394714941252585,5.33515179834254e-07,1.35164678119658e-06,0,0,0.00933378967624645,0.022312200953183,-0.121547511275775,"Metabolism","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism [PATH:ko00760]","NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]"
"685","K03464",0.0161425769270645,1.78172569060773e-08,1.10374303846154e-06,0,0,4.24394886074844e-10,6.0656161831562e-09,-0.195594680408295,"Metabolism","Xenobiotics biodegradation and metabolism","Benzoate degradation [PATH:ko00362]","catC; muconolactone D-isomerase [EC:5.3.3.4]"
"686","K03465",1.96568932956965,2.00458610718232e-05,1.01978785611111e-05,1.65453e-05,7.237215e-06,1.41686400114202e-24,2.29504186537926e-22,0.897060887418707,"Metabolism","Nucleotide metabolism","Pyrimidine metabolism [PATH:ko00240]","thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]"
"687","K03472",0.365979148286318,2.56175541022099e-06,6.99973050982906e-06,2.553655e-07,1.214205e-06,1.82554703335862e-08,1.95095007019089e-07,-0.314650358171838,"Metabolism","Metabolism of cofactors and vitamins","Vitamin B6 metabolism [PATH:ko00750]","epd; D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]"
"688","K03473",0.60734703395973,2.20208913389503e-05,3.62575102991453e-05,1.971025e-05,3.083655e-05,2.72492634770096e-11,4.57532856877187e-10,-0.551817191726907,"Metabolism","Metabolism of cofactors and vitamins","Vitamin B6 metabolism [PATH:ko00750]","pdxB; erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]"
"689","K03474",0.634507428953396,3.3507556519337e-05,5.28087694333333e-05,3.230995e-05,5.01789e-05,4.29910004907761e-10,6.13382823927981e-09,-0.517695538466613,"Metabolism","Metabolism of cofactors and vitamins","Vitamin B6 metabolism [PATH:ko00750]","pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]"
"690","K03475",0.543815644775492,5.81658710220995e-06,1.06958804111111e-05,2.307025e-06,3.40055e-06,0.0125803948671268,0.0269313227219273,-0.217013049816427,"Metabolism","Carbohydrate metabolism","Ascorbate and aldarate metabolism [PATH:ko00053]","ulaA, sgaT; ascorbate PTS system EIIC component"
"691","K03517",0.823404104640475,5.43588501712707e-05,6.60172202991453e-05,5.27659e-05,6.56331e-05,0.000130689102850931,0.000507818757597151,-0.318978250076833,"Metabolism","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism [PATH:ko00760]","nadA; quinolinate synthase [EC:2.5.1.72]"
"692","K03524",1.42182234209028,5.44234243922652e-05,3.82772325213675e-05,4.94082e-05,3.207795e-05,3.01368921900958e-17,1.31725326128244e-15,0.567859436961077,"Metabolism","Metabolism of cofactors and vitamins","Biotin metabolism [PATH:ko00780]","birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"
"693","K03525",1.11521046884895,5.54631019337017e-05,4.97333045940171e-05,5.192555e-05,4.89535e-05,0.00424078329950268,0.0115240496174973,0.188548470876598,"Metabolism","Metabolism of cofactors and vitamins","Pantothenate and CoA biosynthesis [PATH:ko00770]","coaX; type III pantothenate kinase [EC:2.7.1.33]"
"694","K03526",1.09579505280382,4.74264351381215e-05,4.32803880769231e-05,4.54238e-05,3.72267e-05,1.97274177167021e-05,9.31779289637941e-05,0.134093612065847,"Metabolism","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis [PATH:ko00900]","gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]"
"695","K03587",0.673845815907661,2.2801532901105e-05,3.38379082615385e-05,2.036125e-05,2.736265e-05,2.3640157918335e-06,1.46176156110304e-05,-0.422401159441258,"Metabolism","Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis [PATH:ko00550]","ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]"
"696","K03594",0.657387079431763,2.80951004530387e-05,4.27375306452991e-05,2.502605e-05,3.80809e-05,9.14498811101454e-10,1.24036745030734e-08,-0.498364030807864,"Metabolism","Metabolism of cofactors and vitamins","Porphyrin metabolism [PATH:ko00860]","bfr; bacterioferritin [EC:1.16.3.1]"
"697","K03621",1.30499197553728,4.1950260640884e-05,3.21459912606838e-05,4.029925e-05,2.565585e-05,7.38462275421769e-11,1.17316093408831e-09,0.370698203149143,"Metabolism","Lipid metabolism","Glycerolipid metabolism [PATH:ko00561]","plsX; phosphate acyltransferase [EC:2.3.1.274]"
"698","K03635",0.433164712235569,2.9591183198895e-06,6.8313928542735e-06,6.7278e-07,1.506495e-06,0.000569902214125059,0.00192949270118324,-0.290744273381318,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]"
"699","K03637",1.31641752417378,2.3357031320442e-05,1.77428748034188e-05,1.83849e-05,1.252175e-05,9.80099398299176e-08,8.71539411124811e-07,0.287131453025592,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]"
"700","K03638",0.387391904782752,2.56108860138122e-06,6.61110511025641e-06,5.93781e-07,1.354485e-06,0.000126482257597506,0.000492863174534433,-0.288215612924249,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","moaB; molybdopterin adenylyltransferase [EC:2.7.7.75]"
"701","K03639",1.38883077486884,1.88849685635359e-05,1.35977463239316e-05,1.42645e-05,8.421695e-06,5.93670839177901e-10,8.25642222634451e-09,0.302917509542088,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]"
"702","K03644",0.61375165737782,3.62527265469613e-05,5.90674193888889e-05,3.416225e-05,5.58238e-05,4.45507326919552e-16,1.59273578808601e-14,-0.652097588604141,"Metabolism","Metabolism of cofactors and vitamins","Lipoic acid metabolism [PATH:ko00785]","lipA, LIAS, LIP1, LIP5; lipoyl synthase [EC:2.8.1.8]"
"703","K03651",0.520357901905056,9.76605269060773e-07,1.87679530854701e-06,1.025055e-07,2.46503e-07,0.00321795559010331,0.00895068388210218,-0.175061373360554,"Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"
"704","K03735",0.517957664797648,2.25633703342541e-06,4.35621902478632e-06,6.66654e-07,1.327415e-06,0.000166384831400603,0.00063195636423006,-0.236052347366199,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","eutB; ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]"
"705","K03742",0.942751462493002,1.6534576878453e-05,1.75386382692308e-05,1.416595e-05,1.14094e-05,0.0180421090023865,0.0372801056700137,-0.0461227764863816,"Metabolism","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism [PATH:ko00760]","pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]"
"706","K03750",1.00526300001323,7.86794287099448e-06,7.82675068205128e-06,5.201585e-06,3.9458e-06,0.00251605633826346,0.00715003144492413,0.00316267790085141,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","moeA; molybdopterin molybdotransferase [EC:2.10.1.1]"
"707","K03777",0.470230345757248,1.08422499751381e-06,2.30573166384615e-06,9.48135e-08,3.13189e-07,0.000346768479899787,0.00123476483295351,-0.208968406329118,"Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","dld; D-lactate dehydrogenase (quinone) [EC:1.1.5.12]"
"708","K03779",1.03192233452939,7.85655070138122e-06,7.61350969786325e-06,6.014265e-06,4.737925e-06,0.00211869185971566,0.00628230920786472,0.023637283747544,"Metabolism","Carbohydrate metabolism","Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","ttdA; L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]"
"709","K03780",1.34527829950717,1.15527031058011e-05,8.58759344444445e-06,8.219645e-06,5.00798e-06,2.99869969963801e-06,1.80030946356901e-05,0.282199662904756,"Metabolism","Carbohydrate metabolism","Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","ttdB; L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]"
"710","K03781",0.545055623644135,1.07331680497238e-05,1.9691876542735e-05,7.360495e-06,1.498115e-05,1.92284221538749e-07,1.57429133214232e-06,-0.420362753963059,"Metabolism","Carbohydrate metabolism","Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","katE, CAT, catB, srpA; catalase [EC:1.11.1.6]"
"711","K03782",0.273662156681007,2.69567829558011e-07,9.85038752991453e-07,0,0,0.000889270540274814,0.00289564995396541,-0.170015563226104,"Metabolism","Amino acid metabolism","Phenylalanine metabolism [PATH:ko00360]","katG; catalase-peroxidase [EC:1.11.1.21]"
"712","K03784",1.16814199218384,2.24332787127072e-05,1.92042396068376e-05,2.093735e-05,1.35472e-05,5.38947437244125e-06,3.0205188460473e-05,0.165303989533279,"Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","deoD; purine-nucleoside phosphorylase [EC:2.4.2.1]"
"713","K03785",1.24245153117035,2.90754240883978e-05,2.34016566111111e-05,2.395575e-05,1.759415e-05,8.07483177812111e-08,7.33035003506137e-07,0.237149237378429,"Metabolism","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]"
"714","K03787",0.629329871707679,2.78599165497238e-05,4.42691786965812e-05,2.43027e-05,3.795725e-05,1.20124085180177e-11,2.14329388266402e-10,-0.534825999822205,"Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","surE; 5'-nucleotidase [EC:3.1.3.5]"
"715","K03788",0.325222956372184,1.61157425027624e-06,4.95529057435897e-06,2.499565e-07,9.31828e-07,6.67390614839232e-07,4.75285678378181e-06,-0.311601049863489,"Metabolism","Metabolism of cofactors and vitamins","Riboflavin metabolism [PATH:ko00740]","aphA; acid phosphatase (class B) [EC:3.1.3.2]"
"716","K03795",0.951871306637561,1.32566505359116e-06,1.39269357564103e-06,0,0,2.36411377128057e-05,0.000109718785755892,-0.00687491631086212,"Metabolism","Metabolism of cofactors and vitamins","Porphyrin metabolism [PATH:ko00860]","cbiX; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]"
"717","K03800",0.539525603788006,1.18597132955801e-05,2.19817432431624e-05,8.48011e-06,1.64714e-05,4.58326776375565e-12,8.66415903807447e-11,-0.493987630107603,"Metabolism","Metabolism of cofactors and vitamins","Lipoic acid metabolism [PATH:ko00785]","lplA, lplJ, lipL1; lipoate---protein ligase [EC:6.3.1.20]"
"718","K03801",0.622567698729645,2.12015481773481e-05,3.40550083478632e-05,1.93217e-05,2.9041e-05,1.97683130503592e-11,3.40220904393785e-10,-0.527452509583707,"Metabolism","Metabolism of cofactors and vitamins","Lipoic acid metabolism [PATH:ko00785]","lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]"
"719","K03809",0.259450054394076,1.12046336878453e-06,4.31860911111111e-06,1.188395e-07,5.81134e-07,2.81707754581072e-08,2.88018287202257e-07,-0.2991472629312,"Metabolism","Metabolism of cofactors and vitamins","Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]","wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]"
"720","K03814",0.622889206941833,1.43590510762431e-05,2.30523356581197e-05,1.241815e-05,1.85269e-05,1.68889235484528e-08,1.81665882075219e-07,-0.473988276295441,"Metabolism","Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis [PATH:ko00550]","mtgA; monofunctional glycosyltransferase [EC:2.4.1.129]"
"721","K03823",1.0615225516141,2.41812044364641e-05,2.27797368974359e-05,2.14009e-05,1.64975e-05,0.000241391155420499,0.00088392390732657,0.0670391725814125,"Metabolism","Metabolism of other amino acids","Phosphonate and phosphinate metabolism [PATH:ko00440]","pat, bar; phosphinothricin acetyltransferase [EC:2.3.1.183]"
"722","K03825",0.32962314503885,1.60356387513812e-06,4.86484004316239e-06,1.008561e-07,5.56016e-07,3.16536628585018e-07,2.45301040219591e-06,-0.262210900016481,"Metabolism","Amino acid metabolism","Phenylalanine metabolism [PATH:ko00360]","aaaT; L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-]"
"723","K03831",0.388885373439681,1.1350701640884e-06,2.91877823547009e-06,1.24843e-07,4.474795e-07,4.48035008339194e-06,2.56672482932738e-05,-0.224441211664493,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","mogA; molybdopterin adenylyltransferase [EC:2.7.7.75]"
"724","K03841",0.414208878347628,3.5051035179558e-06,8.46216414273504e-06,1.428065e-06,2.72799e-06,7.83827211202887e-07,5.52020169799408e-06,-0.322427479559551,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
"725","K03845",0,0,1.94398547008547e-09,0,0,0.0126979181699439,0.0269313227219273,-0.113118727229435,"Metabolism","Glycan biosynthesis and metabolism","N-Glycan biosynthesis [PATH:ko00510]","ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]"
"726","K03848",0,0,1.25419358974359e-09,0,0,0.00222768397750173,0.00638103236412683,-0.14328717247601,"Metabolism","Glycan biosynthesis and metabolism","N-Glycan biosynthesis [PATH:ko00510]","ALG6; alpha-1,3-glucosyltransferase [EC:2.4.1.267]"
"727","K03849",0,0,1.6443055982906e-08,0,0,0.0126979181699439,0.0269313227219273,-0.067804820353935,"Metabolism","Glycan biosynthesis and metabolism","N-Glycan biosynthesis [PATH:ko00510]","ALG8; alpha-1,3-glucosyltransferase [EC:2.4.1.265]"
"728","K03850",0,0,1.1205455982906e-08,0,0,0.000946071229403545,0.00302106471824611,-0.0713413234283373,"Metabolism","Glycan biosynthesis and metabolism","N-Glycan biosynthesis [PATH:ko00510]","ALG10; alpha-1,2-glucosyltransferase [EC:2.4.1.256]"
"729","K03856",1.79707651307573,2.90202822157459e-05,1.61486069205128e-05,2.540435e-05,9.4173e-06,2.27483650255354e-14,6.10143647649182e-13,0.76571766787487,"Metabolism","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
"730","K03862",0.0281579882184382,3.98020972375691e-08,1.41352773247863e-06,0,0,1.24197634735777e-13,2.93102999786744e-12,-0.257943944776926,"Metabolism","Xenobiotics biodegradation and metabolism","Aminobenzoate degradation [PATH:ko00627]","vanA; vanillate monooxygenase [EC:1.14.13.82]"
"731","K03863",0.0259683709743188,3.19762900552486e-08,1.23135525470085e-06,0,0,1.34991480372435e-09,1.75893473084651e-08,-0.24509459510365,"Metabolism","Xenobiotics biodegradation and metabolism","Aminobenzoate degradation [PATH:ko00627]","vanB; vanillate monooxygenase ferredoxin subunit"
"732","K03885",0.421408749831835,5.31127947486188e-06,1.26036288448718e-05,2.819135e-06,8.00146e-06,3.81848416573544e-14,9.88855727057695e-13,-0.473874681633286,"Metabolism","Energy metabolism","Oxidative phosphorylation [PATH:ko00190]","ndh; NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2]"
"733","K04020",0.503822981806921,1.46706345082873e-06,2.91186290384615e-06,1.080865e-07,4.938635e-07,3.95338688097323e-05,0.000173256917897718,-0.219597988718899,"Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","eutD; phosphotransacetylase"
"734","K04021",0.50435942826077,1.46387112209945e-06,2.90243631837607e-06,1.398835e-07,4.316525e-07,0.0001464341875378,0.000563434011760489,-0.22063373170719,"Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","eutE; aldehyde dehydrogenase"
"735","K04022",0.549697314907504,1.93055791906077e-06,3.51203811025641e-06,1.727545e-07,5.185815e-07,0.00107042326988158,0.00337768014992044,-0.193518310055893,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","eutG; alcohol dehydrogenase"
"736","K04032",0.440977841853788,1.19308580690608e-06,2.70554593376068e-06,1.21007e-07,4.06591e-07,9.52419566875401e-06,4.94838870563377e-05,-0.257429278058462,"Metabolism","Metabolism of cofactors and vitamins","Porphyrin metabolism [PATH:ko00860]","eutT; ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.154]"
"737","K04041",1.64958120566531,2.48869560718232e-05,1.50868329405983e-05,1.829215e-05,1.018265e-05,4.87613245174037e-16,1.72882962162348e-14,0.491610875261362,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]"
"738","K04042",1.00807381416657,2.01741639779006e-05,2.00125860769231e-05,1.509825e-05,1.266135e-05,0.0129524904867987,0.0274289986955766,0.00702524596995224,"Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]"
"739","K04072",0.698558296909926,3.11437445303867e-06,4.4582885448718e-06,2.376305e-06,1.745045e-06,0.00190309114467784,0.00571065599207542,-0.137535381540317,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]"
"740","K04073",0.395048360641172,1.92653687900552e-06,4.87671148888889e-06,1.20332e-07,4.778825e-07,7.18422285843338e-05,0.000295414957857233,-0.245605490853862,"Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10]"
"741","K04091",0.243200009250305,1.36727148425414e-06,5.62200424444444e-06,1.34665e-07,7.16654e-07,3.159976196106e-09,3.8502305834855e-08,-0.287305179576301,"Metabolism","Energy metabolism","Sulfur metabolism [PATH:ko00920]","ssuD, msuD; alkanesulfonate monooxygenase [EC:1.14.14.5 1.14.14.34]"
"742","K04092",2.35175640989158,2.17174712403315e-06,9.23457512393162e-07,0,0,3.63557317499157e-05,0.000160452082981751,0.244066860009611,"Metabolism","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","tyrA1; chorismate mutase [EC:5.4.99.5]"
